Visitor ID,District,Month Number,Month,Year,Domestic Visitors,Foreign Visitors,Total Visitors
visitor-2184,Mancherial,11,November,2020,6717,0,6717
visitor-2185,Mancherial,12,December,2020,10439,0,10439
visitor-2186,Medak,1,January,2020,286340,0,286340
visitor-2187,Medak,2,February,2020,818750,0,818750
visitor-2188,Medak,3,March,2020,288800,0,288800
visitor-2189,Medak,4,April,2020,0,0,0
visitor-219,Nirmal,2,February,2014,0,0,0
visitor-2190,Medak,5,May,2020,0,0,0
visitor-2191,Medak,6,June,2020,5300,0,5300
visitor-2192,Medak,7,July,2020,4325,0,4325
visitor-2193,Medak,8,August,2020,15380,0,15380
visitor-2194,Medak,9,September,2020,15880,0,15880
visitor-2195,Medak,10,October,2020,17380,0,17380
visitor-2196,Medak,11,November,2020,45000,0,45000
visitor-2197,Medak,12,December,2020,55000,0,55000
visitor-2198,Medchal,1,January,2020,0,0,0
visitor-2199,Medchal,2,February,2020,0,0,0
visitor-22,Bhadradri Kothagudem,9,September,2014,0,0,0
visitor-220,Nirmal,3,March,2014,0,0,0
visitor-2200,Medchal,3,March,2020,0,0,0
visitor-2201,Medchal,4,April,2020,0,0,0
visitor-2202,Medchal,5,May,2020,0,0,0
visitor-2203,Medchal,6,June,2020,0,0,0
visitor-2204,Medchal,7,July,2020,0,0,0
visitor-2205,Medchal,8,August,2020,0,0,0
visitor-2206,Medchal,9,September,2020,0,0,0
visitor-2207,Medchal,10,October,2020,0,0,0
visitor-2208,Medchal,11,November,2020,0,0,0
visitor-2209,Medchal,12,December,2020,0,0,0
visitor-221,Nirmal,4,April,2014,0,0,0
visitor-2210,Mulugu,1,January,2020,3653000,70,3653070
visitor-2211,Mulugu,2,February,2020,9157200,60,9157260
visitor-2212,Mulugu,3,March,2020,118500,15,118515
visitor-2213,Mulugu,4,April,2020,0,0,0
visitor-2214,Mulugu,5,May,2020,0,0,0
visitor-2215,Mulugu,6,June,2020,0,0,0
visitor-2216,Mulugu,7,July,2020,4550,0,4550
visitor-2217,Mulugu,8,August,2020,8300,0,8300
visitor-2218,Mulugu,9,September,2020,11300,0,11300
visitor-2219,Mulugu,10,October,2020,17600,0,17600
visitor-222,Nirmal,5,May,2014,0,0,0
visitor-2220,Mulugu,11,November,2020,57200,0,57200
visitor-2221,Mulugu,12,December,2020,60900,0,60900
visitor-2222,Nagarkurnool,1,January,2020,228812,35,228847
visitor-2223,Nagarkurnool,2,February,2020,286258,15,286273
visitor-2224,Nagarkurnool,3,March,2020,32333,0,32333
visitor-2225,Nagarkurnool,4,April,2020,0,0,0
visitor-2226,Nagarkurnool,5,May,2020,0,0,0
visitor-2227,Nagarkurnool,6,June,2020,34508,0,34508
visitor-2228,Nagarkurnool,7,July,2020,66655,0,66655
visitor-2229,Nagarkurnool,8,August,2020,80155,0,80155
visitor-223,Nirmal,6,June,2014,0,0,0
visitor-2230,Nagarkurnool,9,September,2020,175712,0,175712
visitor-2231,Nagarkurnool,10,October,2020,95788,0,95788
visitor-2232,Nagarkurnool,11,November,2020,77869,0,77869
visitor-2233,Nagarkurnool,12,December,2020,85280,0,85280
visitor-2234,Nalgonda,1,January,2020,10127,0,10127
visitor-2235,Nalgonda,2,February,2020,9154,0,9154
visitor-2236,Nalgonda,3,March,2020,772,0,772
visitor-2237,Nalgonda,4,April,2020,0,0,0
visitor-2238,Nalgonda,5,May,2020,0,0,0
visitor-2239,Nalgonda,6,June,2020,218,0,218
visitor-224,Nirmal,7,July,2014,0,0,0
visitor-2240,Nalgonda,7,July,2020,224,0,224
visitor-2241,Nalgonda,8,August,2020,558,0,558
visitor-2242,Nalgonda,9,September,2020,2480,0,2480
visitor-2243,Nalgonda,10,October,2020,8541,0,8541
visitor-2244,Nalgonda,11,November,2020,6242,0,6242
visitor-2245,Nalgonda,12,December,2020,8514,0,8514
visitor-2246,Narayanpet,1,January,2020,47272,0,47272
visitor-2247,Narayanpet,2,February,2020,244657,0,244657
visitor-2248,Narayanpet,3,March,2020,21907,0,21907
visitor-2249,Narayanpet,4,April,2020,0,0,0
visitor-225,Nirmal,8,August,2014,0,0,0
visitor-2250,Narayanpet,5,May,2020,0,0,0
visitor-2251,Narayanpet,6,June,2020,20907,0,20907
visitor-2252,Narayanpet,7,July,2020,39820,0,39820
visitor-2253,Narayanpet,8,August,2020,34777,0,34777
visitor-2254,Narayanpet,9,September,2020,62841,0,62841
visitor-2255,Narayanpet,10,October,2020,52309,0,52309
visitor-2256,Narayanpet,11,November,2020,49597,0,49597
visitor-2257,Narayanpet,12,December,2020,56031,0,56031
visitor-2258,Nirmal,1,January,2020,368292,0,368292
visitor-2259,Nirmal,2,February,2020,299646,0,299646
visitor-226,Nirmal,9,September,2014,0,0,0
visitor-2260,Nirmal,3,March,2020,253116,0,253116
visitor-2261,Nirmal,4,April,2020,0,0,0
visitor-2262,Nirmal,5,May,2020,0,0,0
visitor-2263,Nirmal,6,June,2020,5040,0,5040
visitor-2264,Nirmal,7,July,2020,9212,0,9212
visitor-2265,Nirmal,8,August,2020,10336,0,10336
visitor-2266,Nirmal,9,September,2020,13377,0,13377
visitor-2267,Nirmal,10,October,2020,28586,0,28586
visitor-2268,Nirmal,11,November,2020,73126,0,73126
visitor-2269,Nirmal,12,December,2020,110808,0,110808
visitor-227,Nirmal,10,October,2014,475955,0,475955
visitor-2270,Nizamabad,1,January,2020,7540,0,7540
visitor-2271,Nizamabad,2,February,2020,6400,0,6400
visitor-2272,Nizamabad,3,March,2020,6750,0,6750
visitor-2273,Nizamabad,4,April,2020,0,0,0
visitor-2274,Nizamabad,5,May,2020,0,0,0
visitor-2275,Nizamabad,6,June,2020,0,0,0
visitor-2276,Nizamabad,7,July,2020,1620,0,1620
visitor-2277,Nizamabad,8,August,2020,2020,0,2020
visitor-2278,Nizamabad,9,September,2020,10050,0,10050
visitor-2279,Nizamabad,10,October,2020,6310,0,6310
visitor-228,Nirmal,11,November,2014,201388,0,201388
visitor-2280,Nizamabad,11,November,2020,10900,0,10900
visitor-2281,Nizamabad,12,December,2020,40400,0,40400
visitor-2282,Peddapalli,1,January,2020,2945,0,2945
visitor-2283,Peddapalli,2,February,2020,2315,0,2315
visitor-2284,Peddapalli,3,March,2020,1450,0,1450
visitor-2285,Peddapalli,4,April,2020,0,0,0
visitor-2286,Peddapalli,5,May,2020,0,0,0
visitor-2287,Peddapalli,6,June,2020,445,0,445
visitor-2288,Peddapalli,7,July,2020,250,0,250
visitor-2289,Peddapalli,8,August,2020,1250,0,1250
visitor-229,Nirmal,12,December,2014,239267,0,239267
visitor-2290,Peddapalli,9,September,2020,800,0,800
visitor-2291,Peddapalli,10,October,2020,600,0,600
visitor-2292,Peddapalli,11,November,2020,650,0,650
visitor-2293,Peddapalli,12,December,2020,1105,0,1105
visitor-2294,Rajanna Sircilla,1,January,2020,2298291,0,2298291
visitor-2295,Rajanna Sircilla,2,February,2020,963871,0,963871
visitor-2296,Rajanna Sircilla,3,March,2020,885559,0,885559
visitor-2297,Rajanna Sircilla,4,April,2020,0,0,0
visitor-2298,Rajanna Sircilla,5,May,2020,0,0,0
visitor-2299,Rajanna Sircilla,6,June,2020,76026,0,76026
visitor-23,Bhadradri Kothagudem,10,October,2014,310133,0,310133
visitor-230,Nizamabad,1,January,2014,576,3,579
visitor-2300,Rajanna Sircilla,7,July,2020,60636,0,60636
visitor-2301,Rajanna Sircilla,8,August,2020,110783,0,110783
visitor-2302,Rajanna Sircilla,9,September,2020,121976,0,121976
visitor-2303,Rajanna Sircilla,10,October,2020,181929,0,181929
visitor-2304,Rajanna Sircilla,11,November,2020,391170,0,391170
visitor-2305,Rajanna Sircilla,12,December,2020,535298,0,535298
visitor-2306,Ranga Reddy,1,January,2020,0,0,0
visitor-2307,Ranga Reddy,2,February,2020,0,0,0
visitor-2308,Ranga Reddy,3,March,2020,0,0,0
visitor-2309,Ranga Reddy,4,April,2020,0,0,0
visitor-231,Nizamabad,2,February,2014,869,0,869
visitor-2310,Ranga Reddy,5,May,2020,0,0,0
visitor-2311,Ranga Reddy,6,June,2020,0,0,0
visitor-2312,Ranga Reddy,7,July,2020,0,0,0
visitor-2313,Ranga Reddy,8,August,2020,0,0,0
visitor-2314,Ranga Reddy,9,September,2020,0,0,0
visitor-2315,Ranga Reddy,10,October,2020,0,0,0
visitor-2316,Ranga Reddy,11,November,2020,0,0,0
visitor-2317,Ranga Reddy,12,December,2020,0,0,0
visitor-2318,Sangareddy,1,January,2020,213000,0,213000
visitor-2319,Sangareddy,2,February,2020,755000,0,755000
visitor-232,Nizamabad,3,March,2014,408,0,408
visitor-2320,Sangareddy,3,March,2020,235000,0,235000
visitor-2321,Sangareddy,4,April,2020,0,0,0
visitor-2322,Sangareddy,5,May,2020,0,0,0
visitor-2323,Sangareddy,6,June,2020,9500,0,9500
visitor-2324,Sangareddy,7,July,2020,27400,0,27400
visitor-2325,Sangareddy,8,August,2020,45400,0,45400
visitor-2326,Sangareddy,9,September,2020,47900,0,47900
visitor-2327,Sangareddy,10,October,2020,55400,0,55400
visitor-2328,Sangareddy,11,November,2020,149000,0,149000
visitor-2329,Sangareddy,12,December,2020,167000,0,167000
visitor-233,Nizamabad,4,April,2014,476,0,476
visitor-2330,Siddipet,1,January,2020,473350,0,473350
visitor-2331,Siddipet,2,February,2020,204885,0,204885
visitor-2332,Siddipet,3,March,2020,123000,0,123000
visitor-2333,Siddipet,4,April,2020,0,0,0
visitor-2334,Siddipet,5,May,2020,0,0,0
visitor-2335,Siddipet,6,June,2020,19846,0,19846
visitor-2336,Siddipet,7,July,2020,23864,0,23864
visitor-2337,Siddipet,8,August,2020,27307,0,27307
visitor-2338,Siddipet,9,September,2020,30980,0,30980
visitor-2339,Siddipet,10,October,2020,73367,0,73367
visitor-234,Nizamabad,5,May,2014,554,0,554
visitor-2340,Siddipet,11,November,2020,72049,0,72049
visitor-2341,Siddipet,12,December,2020,173000,0,173000
visitor-2342,Suryapet,1,January,2020,0,0,0
visitor-2343,Suryapet,2,February,2020,0,0,0
visitor-2344,Suryapet,3,March,2020,0,0,0
visitor-2345,Suryapet,4,April,2020,0,0,0
visitor-2346,Suryapet,5,May,2020,0,0,0
visitor-2347,Suryapet,6,June,2020,0,0,0
visitor-2348,Suryapet,7,July,2020,0,0,0
visitor-2349,Suryapet,8,August,2020,0,0,0
visitor-235,Nizamabad,6,June,2014,367,0,367
visitor-2350,Suryapet,9,September,2020,0,0,0
visitor-2351,Suryapet,10,October,2020,0,0,0
visitor-2352,Suryapet,11,November,2020,0,0,0
visitor-2353,Suryapet,12,December,2020,0,0,0
visitor-2354,Vikarabad,1,January,2020,0,0,0
visitor-2355,Vikarabad,2,February,2020,0,0,0
visitor-2356,Vikarabad,3,March,2020,0,0,0
visitor-2357,Vikarabad,4,April,2020,0,0,0
visitor-2358,Vikarabad,5,May,2020,0,0,0
visitor-2359,Vikarabad,6,June,2020,0,0,0
visitor-236,Nizamabad,7,July,2014,644,0,644
visitor-2360,Vikarabad,7,July,2020,0,0,0
visitor-2361,Vikarabad,8,August,2020,0,0,0
visitor-2362,Vikarabad,9,September,2020,0,0,0
visitor-2363,Vikarabad,10,October,2020,0,0,0
visitor-2364,Vikarabad,11,November,2020,0,0,0
visitor-2365,Vikarabad,12,December,2020,0,0,0
visitor-2366,Wanaparthy,1,January,2020,28131,0,28131
visitor-2367,Wanaparthy,2,February,2020,22342,0,22342
visitor-2368,Wanaparthy,3,March,2020,7050,0,7050
visitor-2369,Wanaparthy,4,April,2020,0,0,0
visitor-237,Nizamabad,8,August,2014,589,0,589
visitor-2370,Wanaparthy,5,May,2020,0,0,0
visitor-2371,Wanaparthy,6,June,2020,4050,0,4050
visitor-2372,Wanaparthy,7,July,2020,17092,0,17092
visitor-2373,Wanaparthy,8,August,2020,30860,0,30860
visitor-2374,Wanaparthy,9,September,2020,21375,0,21375
visitor-2375,Wanaparthy,10,October,2020,29683,0,29683
visitor-2376,Wanaparthy,11,November,2020,29036,0,29036
visitor-2377,Wanaparthy,12,December,2020,27057,0,27057
visitor-2378,Warangal (Rural),1,January,2020,31550,0,31550
visitor-2379,Warangal (Rural),2,February,2020,31050,0,31050
visitor-238,Nizamabad,9,September,2014,553,0,553
visitor-2380,Warangal (Rural),3,March,2020,26050,0,26050
visitor-2381,Warangal (Rural),4,April,2020,0,0,0
visitor-2382,Warangal (Rural),5,May,2020,0,0,0
visitor-2383,Warangal (Rural),6,June,2020,0,0,0
visitor-2384,Warangal (Rural),7,July,2020,560,0,560
visitor-2385,Warangal (Rural),8,August,2020,870,0,870
visitor-2386,Warangal (Rural),9,September,2020,1550,0,1550
visitor-2387,Warangal (Rural),10,October,2020,2060,0,2060
visitor-2388,Warangal (Rural),11,November,2020,7550,0,7550
visitor-2389,Warangal (Rural),12,December,2020,7530,0,7530
visitor-239,Nizamabad,10,October,2014,434,0,434
visitor-2390,Warangal (Urban),1,January,2020,157630,225,157855
visitor-2391,Warangal (Urban),2,February,2020,157950,225,158175
visitor-2392,Warangal (Urban),3,March,2020,102520,80,102600
visitor-2393,Warangal (Urban),4,April,2020,0,0,0
visitor-2394,Warangal (Urban),5,May,2020,0,0,0
visitor-2395,Warangal (Urban),6,June,2020,0,0,0
visitor-2396,Warangal (Urban),7,July,2020,7300,0,7300
visitor-2397,Warangal (Urban),8,August,2020,9150,0,9150
visitor-2398,Warangal (Urban),9,September,2020,12050,0,12050
visitor-2399,Warangal (Urban),10,October,2020,18350,0,18350
visitor-24,Bhadradri Kothagudem,11,November,2014,252127,0,252127
visitor-240,Nizamabad,11,November,2014,617,0,617
visitor-2400,Warangal (Urban),11,November,2020,91120,0,91120
visitor-2401,Warangal (Urban),12,December,2020,92455,0,92455
visitor-2402,Yadadri Bhongir,1,January,2020,493002,0,493002
visitor-2403,Yadadri Bhongir,2,February,2020,527311,0,527311
visitor-2404,Yadadri Bhongir,3,March,2020,125380,0,125380
visitor-2405,Yadadri Bhongir,4,April,2020,0,0,0
visitor-2406,Yadadri Bhongir,5,May,2020,0,0,0
visitor-2407,Yadadri Bhongir,6,June,2020,76480,0,76480
visitor-2408,Yadadri Bhongir,7,July,2020,25375,0,25375
visitor-2409,Yadadri Bhongir,8,August,2020,110587,0,110587
visitor-241,Nizamabad,12,December,2014,355,0,355
visitor-2410,Yadadri Bhongir,9,September,2020,110595,0,110595
visitor-2411,Yadadri Bhongir,10,October,2020,481320,0,481320
visitor-2412,Yadadri Bhongir,11,November,2020,381150,0,381150
visitor-2413,Yadadri Bhongir,12,December,2020,321254,0,321254
visitor-2414,Adilabad,1,January,2021,18203,0,18203
visitor-2415,Adilabad,2,February,2021,271255,0,271255
visitor-2416,Adilabad,3,March,2021,15907,0,15907
visitor-2417,Adilabad,4,April,2021,6955,0,6955
visitor-2418,Adilabad,5,May,2021,1191,0,1191
visitor-2419,Adilabad,6,June,2021,3407,0,3407
visitor-242,Peddapalli,1,January,2014,0,0,0
visitor-2420,Adilabad,7,July,2021,26885,0,26885
visitor-2421,Adilabad,8,August,2021,25338,0,25338
visitor-2422,Adilabad,9,September,2021,17672,0,17672
visitor-2423,Adilabad,10,October,2021,16095,0,16095
visitor-2424,Adilabad,11,November,2021,73753,0,73753
visitor-2425,Adilabad,12,December,2021,18484,0,18484
visitor-2426,Bhadradri Kothagudem,1,January,2021,199340,0,199340
visitor-2427,Bhadradri Kothagudem,2,February,2021,163761,0,163761
visitor-2428,Bhadradri Kothagudem,3,March,2021,83871,0,83871
visitor-2429,Bhadradri Kothagudem,4,April,2021,38456,0,38456
visitor-243,Peddapalli,2,February,2014,0,0,0
visitor-2430,Bhadradri Kothagudem,5,May,2021,9329,0,9329
visitor-2431,Bhadradri Kothagudem,6,June,2021,20090,0,20090
visitor-2432,Bhadradri Kothagudem,7,July,2021,63082,0,63082
visitor-2433,Bhadradri Kothagudem,8,August,2021,70386,0,70386
visitor-2434,Bhadradri Kothagudem,9,September,2021,88451,0,88451
visitor-2435,Bhadradri Kothagudem,10,October,2021,104063,0,104063
visitor-2436,Bhadradri Kothagudem,11,November,2021,84828,0,84828
visitor-2437,Bhadradri Kothagudem,12,December,2021,105685,0,105685
visitor-2438,Hanumakonda,1,January,2021,90800,0,90800
visitor-2439,Hanumakonda,2,February,2021,89900,0,89900
visitor-244,Peddapalli,3,March,2014,0,0,0
visitor-2440,Hanumakonda,3,March,2021,91970,80,92050
visitor-2441,Hanumakonda,4,April,2021,89430,5,89435
visitor-2442,Hanumakonda,5,May,2021,14510,0,14510
visitor-2443,Hanumakonda,6,June,2021,10050,0,10050
visitor-2444,Hanumakonda,7,July,2021,40670,0,40670
visitor-2445,Hanumakonda,8,August,2021,39220,3,39223
visitor-2446,Hanumakonda,9,September,2021,42340,5,42345
visitor-2447,Hanumakonda,10,October,2021,38650,5,38655
visitor-2448,Hanumakonda,11,November,2021,37910,8,37918
visitor-2449,Hanumakonda,12,December,2021,38125,6,38131
visitor-245,Peddapalli,4,April,2014,0,0,0
visitor-2450,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",1,January,2021,828057,758,828815
visitor-2451,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",2,February,2021,657955,814,658769
visitor-2452,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",3,March,2021,589239,294,589533
visitor-2453,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",4,April,2021,216683,90,216773
visitor-2454,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",5,May,2021,50064,158,50222
visitor-2455,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",6,June,2021,205368,79,205447
visitor-2456,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",7,July,2021,384455,131,384586
visitor-2457,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",8,August,2021,603815,169,603984
visitor-2458,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",9,September,2021,533745,343,534088
visitor-2459,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",10,October,2021,743442,931,744373
visitor-246,Peddapalli,5,May,2014,0,0,0
visitor-2460,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",11,November,2021,938466,758,939224
visitor-2461,"Hyderabad, Ranga Reddy, Medchal, Vikarabad",12,December,2021,1042809,1220,1044029
visitor-2462,Jagtial,1,January,2021,154626,0,154626
visitor-2463,Jagtial,2,February,2021,155602,0,155602
visitor-2464,Jagtial,3,March,2021,303738,0,303738
visitor-2465,Jagtial,4,April,2021,74401,0,74401
visitor-2466,Jagtial,5,May,2021,2555,0,2555
visitor-2467,Jagtial,6,June,2021,43196,0,43196
visitor-2468,Jagtial,7,July,2021,187220,0,187220
visitor-2469,Jagtial,8,August,2021,191483,0,191483
visitor-247,Peddapalli,6,June,2014,0,0,0
visitor-2470,Jagtial,9,September,2021,169440,0,169440
visitor-2471,Jagtial,10,October,2021,172570,0,172570
visitor-2472,Jagtial,11,November,2021,260498,0,260498
visitor-2473,Jagtial,12,December,2021,255232,0,255232
visitor-2474,Jangaon,1,January,2021,11545,0,11545
visitor-2475,Jangaon,2,February,2021,11440,0,11440
visitor-2476,Jangaon,3,March,2021,11950,0,11950
visitor-2477,Jangaon,4,April,2021,10340,0,10340
visitor-2478,Jangaon,5,May,2021,3275,0,3275
visitor-2479,Jangaon,6,June,2021,2470,0,2470
visitor-248,Peddapalli,7,July,2014,0,0,0
visitor-2480,Jangaon,7,July,2021,6580,0,6580
visitor-2481,Jangaon,8,August,2021,7085,0,7085
visitor-2482,Jangaon,9,September,2021,7180,0,7180
visitor-2483,Jangaon,10,October,2021,10360,0,10360
visitor-2484,Jangaon,11,November,2021,6140,0,6140
visitor-2485,Jangaon,12,December,2021,6140,0,6140
visitor-2486,Jayashankar Bhupalpally,1,January,2021,15700,0,15700
visitor-2487,Jayashankar Bhupalpally,2,February,2021,15800,0,15800
visitor-2488,Jayashankar Bhupalpally,3,March,2021,16400,0,16400
visitor-2489,Jayashankar Bhupalpally,4,April,2021,14900,0,14900
visitor-249,Peddapalli,8,August,2014,0,0,0
visitor-2490,Jayashankar Bhupalpally,5,May,2021,5600,0,5600
visitor-2491,Jayashankar Bhupalpally,6,June,2021,4400,0,4400
visitor-2492,Jayashankar Bhupalpally,7,July,2021,9000,0,9000
visitor-2493,Jayashankar Bhupalpally,8,August,2021,10500,0,10500
visitor-2494,Jayashankar Bhupalpally,9,September,2021,10700,0,10700
visitor-2495,Jayashankar Bhupalpally,10,October,2021,11000,0,11000
visitor-2496,Jayashankar Bhupalpally,11,November,2021,10500,0,10500
visitor-2497,Jayashankar Bhupalpally,12,December,2021,10900,0,10900
visitor-2498,Jogulamba Gadwal,1,January,2021,169350,0,169350
visitor-2499,Jogulamba Gadwal,2,February,2021,400254,0,400254
visitor-25,Bhadradri Kothagudem,12,December,2014,326770,0,326770
visitor-250,Peddapalli,9,September,2014,0,0,0
visitor-2500,Jogulamba Gadwal,3,March,2021,520014,0,520014
visitor-2501,Jogulamba Gadwal,4,April,2021,248566,0,248566
visitor-2502,Jogulamba Gadwal,5,May,2021,990,0,990
visitor-2503,Jogulamba Gadwal,6,June,2021,39894,0,39894
visitor-2504,Jogulamba Gadwal,7,July,2021,278769,0,278769
visitor-2505,Jogulamba Gadwal,8,August,2021,174508,0,174508
visitor-2506,Jogulamba Gadwal,9,September,2021,154900,0,154900
visitor-2507,Jogulamba Gadwal,10,October,2021,185052,0,185052
visitor-2508,Jogulamba Gadwal,11,November,2021,220734,0,220734
visitor-2509,Jogulamba Gadwal,12,December,2021,229051,0,229051
visitor-251,Peddapalli,10,October,2014,950,0,950
visitor-2510,Kamareddy,1,January,2021,43,0,43
visitor-2511,Kamareddy,2,February,2021,40,0,40
visitor-2512,Kamareddy,3,March,2021,49,0,49
visitor-2513,Kamareddy,4,April,2021,26,0,26
visitor-2514,Kamareddy,5,May,2021,0,0,0
visitor-2515,Kamareddy,6,June,2021,24,0,24
visitor-2516,Kamareddy,7,July,2021,41,0,41
visitor-2517,Kamareddy,8,August,2021,48,0,48
visitor-2518,Kamareddy,9,September,2021,33,0,33
visitor-2519,Kamareddy,10,October,2021,40,0,40
visitor-252,Peddapalli,11,November,2014,1145,0,1145
visitor-2520,Kamareddy,11,November,2021,42,0,42
visitor-2521,Kamareddy,12,December,2021,45,0,45
visitor-2522,Karimnagar,1,January,2021,5965,0,5965
